b4d9d7c682f9101573473457455,36659,436157,Intel(R) Xeon(R) Processor @ 2.50GHz,2500,2100,2600,8440800,Intel(R) Xeon(R) Processor @ 2.50GHz,2500,1200,2100,8443500,4.14.133-97.112.amzn2.x86_64,844,ERROR,1573473457455,0,0,0
b4d9d7c682f9101573473457455,36659,436157,Intel(R) Xeon(R) Processor @ 2.50GHz,2500,2100,2600,8440800,Intel(R) Xeon(R) Processor @ 2.50GHz,2500,1200,2100,8443500,4.14.133-97.112.amzn2.x86_64,844,ERROR,1573473457455,0,0,0
b4d9d7c682f9101573473457455,36659,436157,Intel(R) Xeon(R) Processor @ 2.50GHz,2500,2100,2600,8440800,Intel(R) Xeon(R) Processor @ 2.50GHz,2500,1200,2100,8443500,4.14.133-97.112.amzn2.x86_64,844,None,1573473457455,0,0,0
b4d9d7c682f9101573473457455,36659,436157,Intel(R) Xeon(R) Processor @ 2.50GHz,2500,2100,2600,8440800,Intel(R) Xeon(R) Processor @ 2.50GHz,2500,1200,2100,8443500,4.14.133-97.112.amzn2.x86_64,844,None,1573473457455,0,0,0
b4d9d7c682f9101573473457455,36659,436157,Intel(R) Xeon(R) Processor @ 2.50GHz,2500,2100,2600,8440800,Intel(R) Xeon(R) Processor @ 2.50GHz,2500,1200,2100,8443500,4.14.133-97.112.amzn2.x86_64,844,None,1573473457455,0,0,0
b4d9d7c682f9101573473457455,36659,436157,Intel(R) Xeon(R) Processor @ 2.50GHz,2500,2100,2600,8440800,Intel(R) Xeon(R) Processor @ 2.50GHz,2500,1200,2100,8443500,4.14.133-97.112.amzn2.x86_64,844,None,1573473457455,0,0,0
b4d9d7c682f9101573473457455,36659,436157,Intel(R) Xeon(R) Processor @ 2.50GHz,2500,2100,2600,8440800,Intel(R) Xeon(R) Processor @ 2.50GHz,2500,1200,2100,8443500,4.14.133-97.112.amzn2.x86_64,844,None,1573473457455,0,0,0
b4d9d7c682f9101573473457455,36659,436157,Intel(R) Xeon(R) Processor @ 2.50GHz,2500,2100,2600,8440800,Intel(R) Xeon(R) Processor @ 2.50GHz,2500,1200,2100,8443500,4.14.133-97.112.amzn2.x86_64,844,None,1573473457455,0,0,0
b4d9d7c682f9101573473457455,36659,436157,Intel(R) Xeon(R) Processor @ 2.50GHz,2500,2100,2600,8440800,Intel(R) Xeon(R) Processor @ 2.50GHz,2500,1200,2100,8443500,4.14.133-97.112.amzn2.x86_64,844,None,1573473457455,0,0,0
b4d9d7c682f9101573473457455,36659,436157,Intel(R) Xeon(R) Processor @ 2.50GHz,2500,2100,2600,8440800,Intel(R) Xeon(R) Processor @ 2.50GHz,2500,1200,2100,8443500,4.14.133-97.112.amzn2.x86_64,844,None,1573473457455,0,0,0
b4d9d7c682f9101573473457455,36659,436157,Intel(R) Xeon(R) Processor @ 2.50GHz,2500,2100,2600,8440800,Intel(R) Xeon(R) Processor @ 2.50GHz,2500,1200,2100,8443500,4.14.133-97.112.amzn2.x86_64,844,2223.03,1573473457455,0,0,0
