c81e1f8e6878c157373582824,22634,257459,4.4.0,2426,None,157373582824,0,0,0
5d595745847fc8157374383477,23420,267353,4.4.0,6617,None,157374383477,0,0,0
c81e1f8e6878c157373582824,22634,257459,4.4.0,2426,None,157373582824,0,0,0
5d595745847fc8157374383477,23420,267353,4.4.0,6617,None,157374383477,0,0,0
c81e1f8e6878c157373582824,22634,257459,4.4.0,2426,None,157373582824,0,0,0
5d595745847fc8157374383477,23420,267353,4.4.0,6617,None,157374383477,0,0,0
c81e1f8e6878c157373582824,22634,257459,4.4.0,2426,None,157373582824,0,0,0
5d595745847fc8157374383477,23420,267353,4.4.0,6617,None,157374383477,0,0,0
c81e1f8e6878c157373582824,22634,257459,4.4.0,2426,None,157373582824,0,0,0
5d595745847fc8157374383477,23420,267353,4.4.0,6617,ERROR,157374383477,0,0,0
c81e1f8e6878c157373582824,22634,257459,4.4.0,2426,None,157373582824,0,0,0
5d595745847fc8157374383477,23420,267353,4.4.0,6617,ERROR,157374383477,0,0,0
c81e1f8e6878c157373582824,22634,257459,4.4.0,2426,None,157373582824,0,0,0
5d595745847fc8157374383477,23420,267353,4.4.0,6617,2019.0,157374383477,0,0,0
